model,pretrained,modality,run_name,seed,class_id,class_name,is_thin_class,iou,recall,precision,fpr,gt_pixels,pred_pixels,tp_pixels,fp_pixels,fn_pixels
deeplabv3plus,0,rgb,run_01_seed_42,42,100,Animals,0,0.006614786,0.009388807,0.021897810218978103,1.7380481039222757e-05,5432,2329,51,2278,5381
deeplabv3plus,0,rgb,run_01_seed_42,42,140,Vehicles,0,0.4662814236664548,0.9263072551222297,0.4842445757206102,0.003746296,495829,948467,459290,489177,36539
deeplabv3plus,0,rgb,run_01_seed_42,42,160,Buildings,0,0.8435956158072301,0.9220335628106477,0.9083948601039452,0.014768160121773417,17964884,18234610,16564226,1670384,1400658
deeplabv3plus,0,rgb,run_01_seed_42,42,180,Trees,0,0.8355963171763814,0.9142774525105344,0.9066263319546132,0.040515825,39431166,39763930,36051026,3712904,3380140
deeplabv3plus,0,rgb,run_01_seed_42,42,200,Large Mesh,0,0.11997995017923324,0.4514488197976796,0.14045663074789289,0.000368847,17497,56238,7899,48339,9598
deeplabv3plus,0,rgb,run_01_seed_42,42,220,Small Mesh,0,0.3385387226490082,0.9012100232336935,0.3515862152872829,0.021415986,1667406,4274010,1502683,2771327,164723
deeplabv3plus,0,rgb,run_01_seed_42,42,240,Thin Structures,1,0.18713603115432406,0.6949348873164061,0.20388512794460303,0.008731889,420425,1433003,292168,1140835,128257
deeplabv3plus,0,rgb,run_01_seed_42,42,255,Ultra-thin,1,0.068239917,0.3763365358336662,0.076940931,0.008207352,237835,1163308,89506,1073802,148329
deeplabv3plus,0,rgbd,run_01_seed_42,42,0,Background,0,0.8955895676713165,0.909320433,0.9834190070032442,0.017783084425871287,70387533,65083979,64004822,1079157,6382711
deeplabv3plus,0,rgbd,run_01_seed_42,42,80,Other,0,0.36980166833830386,0.8752660514918028,0.39037454105285363,0.004645811,443993,995485,388612,606873,55381
deeplabv3plus,0,rgbd,run_01_seed_42,42,100,Animals,0,0.011395256,0.015832106038291605,0.039073149,1.6136838190498738e-05,5432,2201,86,2115,5346
deeplabv3plus,0,rgbd,run_01_seed_42,42,140,Vehicles,0,0.5598682176074598,0.9493716583741573,0.5770985328751455,0.002641761,495829,815677,470726,344951,25103
deeplabv3plus,0,rgbd,run_01_seed_42,42,160,Buildings,0,0.8756654745714334,0.9435057860657492,0.9241190173485504,0.012305070177901096,17964884,18341763,16949972,1391791,1014912
deeplabv3plus,0,rgbd,run_01_seed_42,42,180,Trees,0,0.848289973,0.9125197819410159,0.9233819024920907,0.032579385,39431166,38967321,35981719,2985602,3449447
deeplabv3plus,0,rgbd,run_01_seed_42,42,200,Large Mesh,0,0.13594258403001572,0.4990569811967766,0.15742410038220236,0.000356615,17497,55468,8732,46736,8765
deeplabv3plus,0,rgbd,run_01_seed_42,42,220,Small Mesh,0,0.3788717489568719,0.9359514119536574,0.3889561264768938,0.018945965705050628,1667406,4012306,1560611,2451695,106795
deeplabv3plus,0,rgbd,run_01_seed_42,42,240,Thin Structures,1,0.2206221292204541,0.7713884759469585,0.23605654101188614,0.008033267,420425,1373870,324311,1049559,96114
deeplabv3plus,0,rgbd,run_01_seed_42,42,255,Ultra-thin,1,0.10714435619645464,0.6761746589021801,0.11293954056730317,0.009654298,237835,1423930,160818,1263112,77017
deeplabv3plus,0,rgbe,run_01_seed_42,42,0,Background,0,0.8817797944525367,0.9006124848842195,0.9768348348850892,0.024772533636984898,70387533,64895199,63391891,1503308,6995642
deeplabv3plus,0,rgbe,run_01_seed_42,42,80,Other,0,0.34753859269311044,0.8254476984997511,0.37510580437423685,0.004673929,443993,977039,366493,610546,77500
deeplabv3plus,0,rgbe,run_01_seed_42,42,100,Animals,0,0.000492854,0.000552283,0.004559271,4.99746052708117e-06,5432,658,3,655,5429
deeplabv3plus,0,rgbe,run_01_seed_42,42,140,Vehicles,0,0.5253734211553177,0.9042431967472657,0.5563248684102771,0.002738356,495829,805914,448350,357564,47479
deeplabv3plus,0,rgbe,run_01_seed_42,42,160,Buildings,0,0.844360123,0.9267814364957769,0.9047106842178706,0.015504090830147239,17964884,18403144,16649521,1753623,1315363
deeplabv3plus,0,rgbe,run_01_seed_42,42,180,Trees,0,0.8363426610489518,0.9082763111798419,0.9134959416781063,0.03700824,39431166,39205860,35814394,3391466,3616772
deeplabv3plus,0,rgbe,run_01_seed_42,42,200,Large Mesh,0,0.1321771539856289,0.4499628507744185,0.1576491790148178,0.000320989,17497,49940,7873,42067,9624
deeplabv3plus,0,rgbe,run_01_seed_42,42,220,Small Mesh,0,0.35215924794872855,0.8974119080775768,0.3669308801142516,0.019950342721217457,1667406,4078016,1496350,2581666,171056
deeplabv3plus,0,rgbe,run_01_seed_42,42,240,Thin Structures,1,0.1834152672139274,0.7119819230540525,0.19811478724509685,0.009273382,420425,1510917,299335,1211582,121090
deeplabv3plus,0,rgbe,run_01_seed_42,42,255,Ultra-thin,1,0.067656556,0.3685286017617256,0.076528425,0.008084005,237835,1145313,87649,1057664,150186
deeplabv3plus,0,rgbde,run_01_seed_42,42,0,Background,0,0.9008739474467952,0.9164764305633499,0.9814528227847623,0.020088517873939636,70387533,65727576,64508515,1219061,5879018
deeplabv3plus,0,rgbde,run_01_seed_42,42,80,Other,0,0.38234295687179753,0.8625000844607911,0.40716069676127004,0.004268449,443993,940523,382944,557579,61049
deeplabv3plus,0,rgbde,run_01_seed_42,42,100,Animals,0,0.020255606462503014,0.030927835051546393,0.055445544554455446,2.1836232104589782e-05,5432,3030,168,2862,5264
deeplabv3plus,0,rgbde,run_01_seed_42,42,140,Vehicles,0,0.576388693,0.9478691242343631,0.5952585109576324,0.002447307,495829,789541,469981,319560,25848
deeplabv3plus,0,rgbde,run_01_seed_42,42,160,Buildings,0,0.8790799455262789,0.9410134237437882,0.930346043,0.011190039,17964884,18170870,16905197,1265673,1059687
deeplabv3plus,0,rgbde,run_01_seed_42,42,180,Trees,0,0.8486678919228228,0.9108288352416462,0.925569317,0.031515951,39431166,38803191,35915043,2888148,3516123
deeplabv3plus,0,rgbde,run_01_seed_42,42,200,Large Mesh,0,0.1563797350605502,0.5188317997370978,0.18290618955512572,0.000309444,17497,49632,9078,40554,8419
deeplabv3plus,0,rgbde,run_01_seed_42,42,220,Small Mesh,0,0.3978140672586455,0.9360671606075545,0.4089247439445469,0.017434041,1667406,3816849,1560804,2256045,106602
deeplabv3plus,0,rgbde,run_01_seed_42,42,240,Thin Structures,1,0.22048581112514123,0.7891181542486769,0.23429069800288127,0.008298981,420425,1416040,331765,1084275,88660
deeplabv3plus,0,rgbde,run_01_seed_42,42,255,Ultra-thin,1,0.10780444948988004,0.6516282296550129,0.11439765919565853,0.009170143,237835,1354748,154980,1199768,82855
deeplabv3plus_pretrained,1,rgb,run_01_seed_42,42,0,Background,0,0.8878625666546796,0.9073884575554026,0.9763369039197408,0.025508406,70387533,65416799,63868835,1547964,6518698
deeplabv3plus_pretrained,1,rgb,run_01_seed_42,42,80,Other,0,0.38118130454999977,0.8345289227532866,0.4123468688235608,0.004042403,443993,898576,370525,528051,73468
deeplabv3plus_pretrained,1,rgb,run_01_seed_42,42,100,Animals,0,0.003700347,0.009020619,0.00623489,5.958804078855563e-05,5432,7859,49,7810,5383
deeplabv3plus_pretrained,1,rgb,run_01_seed_42,42,140,Vehicles,0,0.5476913891149322,0.9176066748818645,0.576018879,0.002564687,495829,789863,454976,334887,40853
deeplabv3plus_pretrained,1,rgb,run_01_seed_42,42,160,Buildings,0,0.8526132046021399,0.9248043572115467,0.9161242470264015,0.013448269691537356,17964884,18135098,16614003,1521095,1350881
deeplabv3plus_pretrained,1,rgb,run_01_seed_42,42,180,Trees,0,0.8412767776037862,0.9092885054426237,0.9183508205433228,0.034785279,39431166,39042058,35854306,3187752,3576860
deeplabv3plus_pretrained,1,rgb,run_01_seed_42,42,200,Large Mesh,0,0.13905848329048842,0.5935874721380808,0.15369134468828152,0.000436391,17497,67577,10386,57191,7111
deeplabv3plus_pretrained,1,rgb,run_01_seed_42,42,220,Small Mesh,0,0.3641588765054186,0.9137360666808204,0.3771242134215981,0.019445963409923453,1667406,4039966,1523569,2516397,143837
deeplabv3plus_pretrained,1,rgb,run_01_seed_42,42,240,Thin Structures,1,0.20399967243767786,0.7110305048462865,0.22244173586927404,0.007997952,420425,1343880,298935,1044945,121490
deeplabv3plus_pretrained,1,rgb,run_01_seed_42,42,255,Ultra-thin,1,0.070550158,0.43451552546933797,0.07768258,0.009378139,237835,1330324,103343,1226981,134492
deeplabv3plus_pretrained,1,rgbd,run_01_seed_42,42,0,Background,0,0.9017317235939517,0.9171032461103588,0.9817516770615047,0.019772325,70387533,65752508,64552635,1199873,5834898
deeplabv3plus_pretrained,1,rgbd,run_01_seed_42,42,80,Other,0,0.38519978629418916,0.8785183550191107,0.4068720206118894,0.004352926,443993,958670,390056,568614,53937
deeplabv3plus_pretrained,1,rgbd,run_01_seed_42,42,100,Animals,0,0.005247049,0.008836524,0.012752391073326248,2.8352005066616227e-05,5432,3764,48,3716,5384
deeplabv3plus_pretrained,1,rgbd,run_01_seed_42,42,140,Vehicles,0,0.5785796781624996,0.9507370484582386,0.596461238,0.002442482,495829,790333,471403,318930,24426
deeplabv3plus_pretrained,1,rgbd,run_01_seed_42,42,160,Buildings,0,0.8795921329280504,0.9425663422040466,0.9294049212793014,0.011371451,17964884,18219287,16933095,1286192,1031789
deeplabv3plus_pretrained,1,rgbd,run_01_seed_42,42,180,Trees,0,0.8503349261394766,0.9122641973103205,0.9260686710509054,0.031336937,39431166,38843384,35971641,2871743,3459525
deeplabv3plus_pretrained,1,rgbd,run_01_seed_42,42,200,Large Mesh,0,0.16524132165189068,0.5422072355260902,0.1920328724976216,0.000304576,17497,49403,9487,39916,8010
deeplabv3plus_pretrained,1,rgbd,run_01_seed_42,42,220,Small Mesh,0,0.40374570107848673,0.9355004120172291,0.415306548,0.016970518063678636,1667406,3755922,1559859,2196063,107547
deeplabv3plus_pretrained,1,rgbd,run_01_seed_42,42,240,Thin Structures,1,0.22724624761729287,0.7979425581257061,0.24112133008268455,0.008081319,420425,1391312,335475,1055837,84950
deeplabv3plus_pretrained,1,rgbd,run_01_seed_42,42,255,Ultra-thin,1,0.1138540851234987,0.6641158786553704,0.12081072832921708,0.008785679,237835,1307417,157950,1149467,79885
deeplabv3plus_pretrained,1,rgbe,run_01_seed_42,42,0,Background,0,0.8896048174046444,0.9082077645767185,0.9774932299196076,0.024255087,70387533,65398411,63926504,1471907,6461029
deeplabv3plus_pretrained,1,rgbe,run_01_seed_42,42,80,Other,0,0.38990415403663065,0.8227809897903796,0.4256509864419577,0.003773517,443993,858236,365309,492927,78684
deeplabv3plus_pretrained,1,rgbe,run_01_seed_42,42,100,Animals,0,0.001397003,0.002025037,0.004484305,1.863175359867514e-05,5432,2453,11,2442,5421
deeplabv3plus_pretrained,1,rgbe,run_01_seed_42,42,140,Vehicles,0,0.5539806988973957,0.9097511440436118,0.5861955592289079,0.002438615,495829,769506,451081,318425,44748
deeplabv3plus_pretrained,1,rgbe,run_01_seed_42,42,160,Buildings,0,0.8513284842134504,0.9303964890616605,0.9092362758317861,0.014751565233084008,17964884,18382972,16714465,1668507,1250419
deeplabv3plus_pretrained,1,rgbe,run_01_seed_42,42,180,Trees,0,0.8418707373721303,0.9100815583287596,0.9182498748413687,0.034862494,39431166,39080405,35885577,3194828,3545589
deeplabv3plus_pretrained,1,rgbe,run_01_seed_42,42,200,Large Mesh,0,0.13293605893741672,0.6043321712293536,0.1456092758093612,0.000473429,17497,72619,10574,62045,6923
deeplabv3plus_pretrained,1,rgbe,run_01_seed_42,42,220,Small Mesh,0,0.36959059265852556,0.9116807784066988,0.38331485440817553,0.018899151,1667406,3965779,1520142,2445637,147264
deeplabv3plus_pretrained,1,rgbe,run_01_seed_42,42,240,Thin Structures,1,0.20699751962494548,0.7225379080692157,0.22487245237876682,0.008014408,420425,1350868,303773,1047095,116652
deeplabv3plus_pretrained,1,rgbe,run_01_seed_42,42,255,Ultra-thin,1,0.076492286,0.42681270628797274,0.085249561,0.008325348,237835,1190751,101511,1089240,136324
deeplabv3plus_pretrained,1,rgbde,run_01_seed_42,42,0,Background,0,0.9021256285803255,0.9176785042317082,0.9815596226063865,0.019996863447774866,70387533,65806625,64593126,1213499,5794407
deeplabv3plus_pretrained,1,rgbde,run_01_seed_42,42,80,Other,0,0.3898434803932717,0.8879712067532596,0.4100092452871395,0.004343004,443993,961571,394253,567318,49740
deeplabv3plus_pretrained,1,rgbde,run_01_seed_42,42,100,Animals,0,0.002020656,0.003313697,0.005151689,2.652087449180786e-05,5432,3494,18,3476,5414
deeplabv3plus_pretrained,1,rgbde,run_01_seed_42,42,140,Vehicles,0,0.5650023013790342,0.9531491703793041,0.5811417504380706,0.002608638,495829,813225,472599,340626,23230
deeplabv3plus_pretrained,1,rgbde,run_01_seed_42,42,160,Buildings,0,0.8800776642774156,0.94422146,0.9283415241066395,0.011576256616780857,17964884,18272186,16962829,1309357,1002055
deeplabv3plus_pretrained,1,rgbde,run_01_seed_42,42,180,Trees,0,0.8514464265226639,0.913184206,0.9264382956419326,0.031199258,39431166,38867044,36007918,2859126,3423248
deeplabv3plus_pretrained,1,rgbde,run_01_seed_42,42,200,Large Mesh,0,0.17522572288468133,0.5257472709607361,0.20812217194570135,0.000267072,17497,44200,9199,35001,8298
deeplabv3plus_pretrained,1,rgbde,run_01_seed_42,42,220,Small Mesh,0,0.4207817518159266,0.9323068286907927,0.43404272428237933,0.015663964758469085,1667406,3581523,1554534,2026989,112872
deeplabv3plus_pretrained,1,rgbde,run_01_seed_42,42,240,Thin Structures,1,0.2317229052065525,0.7998644229053934,0.24598507629726565,0.007889717,420425,1367087,336283,1030804,84142
deeplabv3plus_pretrained,1,rgbde,run_01_seed_42,42,255,Ultra-thin,1,0.11333530901750717,0.6817835894632833,0.11966539856609928,0.009117596,237835,1355045,162152,1192893,75683
segformer,0,rgb,run_01_seed_42,42,0,Background,0,0.8794926684149736,0.8986534731938964,0.9763306576002233,0.025269678977323802,70387533,64787478,63254001,1533477,7133532
segformer,0,rgb,run_01_seed_42,42,80,Other,0,0.32680552055861983,0.8208372654523832,0.3519075345441905,0.005138132,443993,1035630,364446,671184,79547
segformer,0,rgb,run_01_seed_42,42,100,Animals,0,0.015736664,0.040132548,0.025234402129876144,6.42497940435886e-05,5432,8639,218,8421,5214
segformer,0,rgb,run_01_seed_42,42,140,Vehicles,0,0.4723690389257913,0.9210695622886116,0.49229689612128347,0.003606975,495829,927678,456693,470985,39136
segformer,0,rgb,run_01_seed_42,42,160,Buildings,0,0.8383917561852953,0.9259700758435179,0.8986249399361642,0.016591441,17964884,18511555,16634945,1876610,1329939
segformer,0,rgb,run_01_seed_42,42,180,Trees,0,0.8381627540580819,0.9083214277761911,0.9156219208379955,0.036016674,39431166,39116771,35816173,3300598,3614993
segformer,0,rgb,run_01_seed_42,42,200,Large Mesh,0,0.12415057098547864,0.5032862776475967,0.14148684908176545,0.000407716,17497,62239,8806,53433,8691
segformer,0,rgb,run_01_seed_42,42,220,Small Mesh,0,0.3346319953626061,0.9070754213430922,0.34651076317397417,0.022042293181647014,1667406,4364837,1512463,2852374,154943
segformer,0,rgb,run_01_seed_42,42,240,Thin Structures,1,0.17628742315017806,0.6529702087173693,0.19451124378081253,0.008701258,420425,1411358,274525,1136833,145900
segformer,0,rgb,run_01_seed_42,42,255,Ultra-thin,1,0.07053382,0.30019971829209324,0.084413258,0.005919073,237835,845815,71398,774417,166437
segformer,0,rgbd,run_01_seed_42,42,0,Background,0,0.8985675302803556,0.911859519,0.9840367023901236,0.017157636071846852,70387533,65224744,64183542,1041202,6203991
segformer,0,rgbd,run_01_seed_42,42,80,Other,0,0.38592626907741834,0.8875027308989105,0.4057764015450695,0.00441746,443993,971089,394045,577044,49948
segformer,0,rgbd,run_01_seed_42,42,100,Animals,0,0.016326531,0.030191458026509573,0.03433117,3.5195855589962496e-05,5432,4777,164,4613,5268
segformer,0,rgbd,run_01_seed_42,42,140,Vehicles,0,0.5653439971879781,0.947185421,0.5837455812820372,0.00256471,495829,804532,469642,334890,26187
segformer,0,rgbd,run_01_seed_42,42,160,Buildings,0,0.8766346683544898,0.9367254472670127,0.9318124067497601,0.010887387492047804,17964884,18059605,16828164,1231441,1136720
segformer,0,rgbd,run_01_seed_42,42,180,Trees,0,0.8484065597636671,0.9156025464730108,0.9203838259030428,0.03407924,39431166,39226326,36103276,3123050,3327890
segformer,0,rgbd,run_01_seed_42,42,200,Large Mesh,0,0.13581065029570263,0.6207921357947077,0.1480966404886562,0.000476763,17497,73344,10862,62482,6635
segformer,0,rgbd,run_01_seed_42,42,220,Small Mesh,0,0.39515198926168216,0.9318498314147844,0.4069113853175618,0.017500777445350973,1667406,3818453,1553772,2264681,113634
segformer,0,rgbd,run_01_seed_42,42,240,Thin Structures,1,0.2092392457118469,0.7742974371172028,0.22283006378913922,0.008690083,420425,1460907,325534,1135373,94891
segformer,0,rgbd,run_01_seed_42,42,255,Ultra-thin,1,0.10773512621490909,0.6812958563710135,0.11345287115527478,0.009677801,237835,1428223,162036,1266187,75799
segformer,0,rgbe,run_01_seed_42,42,0,Background,0,0.876438373,0.8927507091348122,0.9795777546308198,0.021588028,70387533,64148578,62838520,1310058,7549013
segformer,0,rgbe,run_01_seed_42,42,80,Other,0,0.32848243328575294,0.8365469725874056,0.3510111081079549,0.005257104,443993,1058146,371421,686725,72572
segformer,0,rgbe,run_01_seed_42,42,100,Animals,0,0.008969341,0.010125184,0.072847682,5.3407975098577385e-06,5432,755,55,700,5377
segformer,0,rgbe,run_01_seed_42,42,140,Vehicles,0,0.48542394791530674,0.9148678274163068,0.5083881842542647,0.003359334,495829,892267,453618,438649,42211
segformer,0,rgbe,run_01_seed_42,42,160,Buildings,0,0.8428421256845733,0.9269390773689382,0.9028185645315631,0.015847782733669914,17964884,18444850,16652353,1792497,1312531
segformer,0,rgbe,run_01_seed_42,42,180,Trees,0,0.8391586028146977,0.9138252721210425,0.9112707158819133,0.038285411,39431166,39541703,36033196,3508507,3397970
segformer,0,rgbe,run_01_seed_42,42,200,Large Mesh,0,0.11712173728513829,0.3785220323484026,0.14500591145947367,0.000297975,17497,45674,6623,39051,10874
segformer,0,rgbe,run_01_seed_42,42,220,Small Mesh,0,0.33146087930546736,0.9036731305992661,0.3436009933208522,0.022244187095861526,1667406,4385290,1506790,2878500,160616
segformer,0,rgbe,run_01_seed_42,42,240,Thin Structures,1,0.168849323,0.6682690134982459,0.1842965779218266,0.00951788,420425,1524483,280957,1243526,139468
segformer,0,rgbe,run_01_seed_42,42,255,Ultra-thin,1,0.067996628,0.33946223221981625,0.078365141,0.007257416,237835,1030254,80736,949518,157099
segformer,0,rgbde,run_01_seed_42,42,0,Background,0,0.8983813399872357,0.9149497113359549,0.9802414560073686,0.021391305949840508,70387533,65699173,64401053,1298120,5986480
segformer,0,rgbde,run_01_seed_42,42,80,Other,0,0.3661570503714881,0.8766647221915661,0.38604350853250446,0.004738869,443993,1008262,389233,619029,54760
segformer,0,rgbde,run_01_seed_42,42,100,Animals,0,0.025966035,0.038843888070692195,0.072633391,2.0554440702223927e-05,5432,2905,211,2694,5221
segformer,0,rgbde,run_01_seed_42,42,140,Vehicles,0,0.5439944772016897,0.9487847624886806,0.5604519975934762,0.002825554,495829,839385,470435,368950,25394
segformer,0,rgbde,run_01_seed_42,42,160,Buildings,0,0.8761584130610834,0.9350156672316949,0.9329704415609056,0.010669691197855314,17964884,18004266,16797448,1206818,1167436
segformer,0,rgbde,run_01_seed_42,42,180,Trees,0,0.8507898562141255,0.9097674413178651,0.9291984494463874,0.029827391,39431166,38606598,35873191,2733407,3557975
segformer,0,rgbde,run_01_seed_42,42,200,Large Mesh,0,0.1367279085478124,0.5899297022346688,0.15108756111127375,0.000442533,17497,68318,10322,57996,7175
segformer,0,rgbde,run_01_seed_42,42,220,Small Mesh,0,0.38080638150724155,0.9368486139548496,0.39083903038527784,0.018814610244826394,1667406,3996804,1562107,2434697,105299
segformer,0,rgbde,run_01_seed_42,42,240,Thin Structures,1,0.2136054070548271,0.7675756674793364,0.2283769151834684,0.008345418,420425,1413050,322708,1090342,97717
segformer,0,rgbde,run_01_seed_42,42,255,Ultra-thin,1,0.10375862376443624,0.6604957218239536,0.10960419022926393,0.009753951,237835,1433239,157089,1276150,80746
segformer_pretrained,1,rgb,run_01_seed_42,42,0,Background,0,0.8833178433291824,0.9002610732215889,0.9791380614798358,0.022248329,70387533,64717284,63367156,1350128,7020377
segformer_pretrained,1,rgb,run_01_seed_42,42,80,Other,0,0.35163571911501584,0.8480921996517963,0.37527182633411665,0.004798749,443993,1003398,376547,626851,67446
segformer_pretrained,1,rgb,run_01_seed_42,42,100,Animals,0,0.021718053131665697,0.041237113402061855,0.043869956913435176,3.7248247775893546e-05,5432,5106,224,4882,5208
segformer_pretrained,1,rgb,run_01_seed_42,42,140,Vehicles,0,0.5220457408685708,0.9243206831387434,0.5453557803750217,0.002926055,495829,840378,458305,382073,37524
segformer_pretrained,1,rgb,run_01_seed_42,42,160,Buildings,0,0.8513236436806906,0.9284574283919673,0.9110902572903858,0.014390783334976023,17964884,18307330,16679630,1627700,1285254
segformer_pretrained,1,rgb,run_01_seed_42,42,180,Trees,0,0.841088881,0.9140566119703384,0.9133163681284744,0.037328414,39431166,39463125,36042318,3420807,3388848
segformer_pretrained,1,rgb,run_01_seed_42,42,200,Large Mesh,0,0.15580200162293753,0.5267188660913299,0.18116412101197146,0.000317845,17497,50871,9216,41655,8281
segformer_pretrained,1,rgb,run_01_seed_42,42,220,Small Mesh,0,0.35501433602138605,0.9111512133217705,0.367745081,0.020184940265721943,1667406,4131283,1519259,2612024,148147
segformer_pretrained,1,rgb,run_01_seed_42,42,240,Thin Structures,1,0.179119142,0.7189344116073021,0.19260664932562374,0.009697885,420425,1569302,302258,1267044,118167
segformer_pretrained,1,rgb,run_01_seed_42,42,255,Ultra-thin,1,0.076282303,0.36408854878382074,0.088007903,0.00685853,237835,983923,86593,897330,151242
segformer_pretrained,1,rgbd,run_01_seed_42,42,0,Background,0,0.8979080423768883,0.9122392029281663,0.9828047686572755,0.018512612131865638,70387533,65333695,64210267,1123428,6177266
segformer_pretrained,1,rgbd,run_01_seed_42,42,80,Other,0,0.36924716052975204,0.9031245988112425,0.384475468,0.004914329,443993,1042930,400981,641949,43012
segformer_pretrained,1,rgbd,run_01_seed_42,42,100,Animals,0,0.015256588072122053,0.026325478645066274,0.035014691,3.006868998049907e-05,5432,4084,143,3941,5289
segformer_pretrained,1,rgbd,run_01_seed_42,42,140,Vehicles,0,0.5458780332166723,0.9540890105258063,0.560603852,0.002839599,495829,843849,473065,370784,22764
segformer_pretrained,1,rgbd,run_01_seed_42,42,160,Buildings,0,0.8763108931228505,0.9427255416734113,0.9255887718831879,0.012037606899993808,17964884,18297494,16935955,1361539,1028929
segformer_pretrained,1,rgbd,run_01_seed_42,42,180,Trees,0,0.8502774351485594,0.91256675,0.9256889595020401,0.031521254,39431166,38872205,35983571,2888634,3447595
segformer_pretrained,1,rgbd,run_01_seed_42,42,200,Large Mesh,0,0.15746194200379776,0.5592387266388523,0.17977218445710086,0.00034066,17497,54430,9785,44645,7712
segformer_pretrained,1,rgbd,run_01_seed_42,42,220,Small Mesh,0,0.39167378965741745,0.940964588,0.40154098457991716,0.018070471284813892,1667406,3907372,1568970,2338402,98436
segformer_pretrained,1,rgbd,run_01_seed_42,42,240,Thin Structures,1,0.2305464702347886,0.773914491,0.2471950830383055,0.007584195,420425,1316260,325373,990887,95052
segformer_pretrained,1,rgbd,run_01_seed_42,42,255,Ultra-thin,1,0.11091015046494952,0.6873883154287637,0.11680161408206584,0.009448572,237835,1399681,163485,1236196,74350
segformer_pretrained,1,rgbe,run_01_seed_42,42,0,Background,0,0.8826604792888593,0.9008908722514823,0.9775877270768527,0.023956344545301846,70387533,64865264,63411486,1453778,6976047
segformer_pretrained,1,rgbe,run_01_seed_42,42,80,Other,0,0.3491281550345819,0.8404118983857853,0.3739177402416245,0.004782856,443993,997912,373137,624775,70856
segformer_pretrained,1,rgbe,run_01_seed_42,42,100,Animals,0,0.005969141,0.009756996,0.015142857142857144,2.629961288068518e-05,5432,3500,53,3447,5379
segformer_pretrained,1,rgbe,run_01_seed_42,42,140,Vehicles,0,0.5086120182055797,0.9269768408060037,0.5298407326115425,0.003123464,495829,867472,459622,407850,36207
segformer_pretrained,1,rgbe,run_01_seed_42,42,160,Buildings,0,0.8490723819308928,0.9252590776539387,0.9115957097860723,0.014251773513525003,17964884,18234149,16622172,1611977,1342712
segformer_pretrained,1,rgbe,run_01_seed_42,42,180,Trees,0,0.8392540071118166,0.9092931210809236,0.9159362850754258,0.035908545,39431166,39145177,35854488,3290689,3576678
segformer_pretrained,1,rgbe,run_01_seed_42,42,200,Large Mesh,0,0.1342066553157974,0.6622278104817969,0.14406853419871435,0.000525278,17497,80427,11587,68840,5910
segformer_pretrained,1,rgbe,run_01_seed_42,42,220,Small Mesh,0,0.34412631771422014,0.9210210350688435,0.3545900425817636,0.021600825,1667406,4330962,1535716,2795246,131690
segformer_pretrained,1,rgbe,run_01_seed_42,42,240,Thin Structures,1,0.185624477,0.6749194267705299,0.20385023218924572,0.008482217,420425,1391968,283753,1108215,136672
segformer_pretrained,1,rgbe,run_01_seed_42,42,255,Ultra-thin,1,0.0775868,0.42170832720163137,0.086824525,0.008062665,237835,1155169,100297,1054872,137538
segformer_pretrained,1,rgbde,run_01_seed_42,42,0,Background,0,0.8984361499647244,0.9108983262703638,0.985000621,0.016088845272382468,70387533,65092229,64115886,976343,6271647
segformer_pretrained,1,rgbde,run_01_seed_42,42,80,Other,0,0.39382039297902693,0.9003159959729095,0.41177555248120795,0.004371367,443993,970757,399734,571023,44259
segformer_pretrained,1,rgbde,run_01_seed_42,42,100,Animals,0,0.022377751174141265,0.044734904270986746,0.042857143,4.1406440122854214e-05,5432,5670,243,5427,5189
segformer_pretrained,1,rgbde,run_01_seed_42,42,140,Vehicles,0,0.5904574158173042,0.9508237719052335,0.6090569323527018,0.002317521,495829,774059,471446,302613,24383
segformer_pretrained,1,rgbde,run_01_seed_42,42,160,Buildings,0,0.880820317,0.9414016811909278,0.9319147639486445,0.010924113740111631,17964884,18147767,16912172,1235595,1052712
segformer_pretrained,1,rgbde,run_01_seed_42,42,180,Trees,0,0.853341074,0.9205999132767213,0.9211358756267696,0.033913866,39431166,39408223,36300328,3107895,3130838
segformer_pretrained,1,rgbde,run_01_seed_42,42,200,Large Mesh,0,0.15945532586708766,0.5541521403669201,0.18292268799758518,0.000330473,17497,53006,9696,43310,7801
segformer_pretrained,1,rgbde,run_01_seed_42,42,220,Small Mesh,0,0.3942739066666399,0.9428243631125233,0.40393188864830504,0.017927106977361253,1667406,3891921,1572071,2319850,95335
segformer_pretrained,1,rgbde,run_01_seed_42,42,240,Thin Structures,1,0.21946461946342521,0.7867824225486115,0.23334262143010825,0.008318323,420425,1417585,330783,1086802,89642
segformer_pretrained,1,rgbde,run_01_seed_42,42,255,Ultra-thin,1,0.11331112392361765,0.662711544,0.12024568521257904,0.008813959,237835,1310783,157616,1153167,80219
